ID,timeStart,max,min,quantile_95,median,quantile_05,UNIQUE_ID,type,synced
111,1742400739116.0,3.7204,-3.1084,1.3331,-0.3701,-1.7441,315396716,Acceleration,0
112,1742400748086.0,3.0753,-1.824,1.5011,-0.055,-1.2807,315396716,Braking,0
113,1742400755592.0,2.5586,-1.6487,1.3072,0.2255,-0.9148,315396716,Braking,0
114,1742400755512.0,2.5586,-2.671,1.3072,0.2192,-1.0875,315396716,Acceleration,0
115,1742400763617.0,2.1341,-2.4531,0.947,-0.2229,-1.5251,315396716,Acceleration,0
116,1742400770365.0,6.3187,-4.6217,2.264,0.0593,-1.6779,315396716,Cornering,0
117,1742400768312.0,6.3187,-5.5062,1.711,-0.0386,-1.675,315396716,Acceleration,0
118,1742400768087.0,6.3187,-5.5062,1.6783,-0.0785,-2.1885,315396716,Braking,0
119,1742400792045.0,3.3669,-2.3819,2.1832,1.2962,-1.1126,315396716,Acceleration,0
120,1742400933171.0,0.567,-7.0968,-0.0479,-1.6491,-4.248,315396716,Cornering,0
121,1742400933188.0,2.269,-7.0968,1.0867,-0.6996,-3.7588,315396716,Acceleration,0
122,1742400950454.0,4.9652,-3.2995,1.5815,-0.2429,-2.6998,315396716,Cornering,0
123,1742400956991.0,4.0728,-1.0531,2.2178,0.8462,-0.3774,315396716,Cornering,0
124,1742400964210.0,3.482,-3.0285,1.2789,0.0787,-1.5202,315396716,Cornering,0
125,1742401003732.0,0.8205,-0.3922,0.7963,0.7324,0.3524,315396716,Braking,0
126,1742401023241.0,6.0813,-5.3332,3.5339,-0.6294,-3.1161,315396716,Cornering,0
127,1742401022968.0,6.0813,-5.3332,3.3252,-0.1874,-2.9008,315396716,Braking,0
128,1742439667277.0,4.8115,-5.3559,2.4712,0.7994,-2.5444,1949307084,Acceleration,0
129,1742439656555.0,10.2889,-9.4634,1.9033,-0.4683,-2.8752,1949307084,Cornering,0
130,1742439687331.0,3.7115,-5.5344,2.8144,-0.1757,-2.7907,1949307084,Cornering,0
131,1742439696657.0,3.628,-4.9496,1.9625,0.1112,-1.7937,1949307084,Cornering,0
132,1742439714424.0,3.5166,-4.2634,2.5807,0.0892,-2.5687,1949307084,Cornering,0
133,1742439765718.0,11.1159,-6.5411,2.3246,-0.1797,-2.9817,1949307084,Cornering,0
134,1742439812896.0,4.4226,-2.083,2.606,0.5169,-1.4581,1949307084,Cornering,0
135,1742439820584.0,0.5448,-4.4206,0.0747,-1.0267,-2.758,1949307084,Cornering,0
136,1742439829608.0,6.7859,-8.9446,1.7385,-0.0152,-2.0391,1949307084,Cornering,0
137,1742439838945.0,9.3247,-3.8839,2.0315,-0.383,-2.0965,1949307084,Cornering,0
138,1742439847120.0,4.4746,-3.4841,2.9588,0.1193,-2.2965,1949307084,Cornering,0
139,1742439853880.0,5.6428,-4.6924,3.3742,0.0095,-2.575,1949307084,Cornering,0
140,1742439870186.0,5.6077,-4.1344,2.5568,-0.0871,-2.4816,1949307084,Cornering,0
141,1742439900215.0,11.9309,-6.4443,5.8874,-0.9593,-2.9476,1949307084,Braking,0
142,1742439896013.0,11.9309,-6.4443,3.2163,-0.5301,-2.5896,1949307084,Cornering,0
143,1742439915151.0,3.881,-4.3877,2.3951,0.0827,-1.8739,1949307084,Cornering,0
144,1742439919797.0,7.1293,-4.9573,2.1813,0.0767,-1.9959,1949307084,Cornering,0
145,1742439973230.0,12.8685,-10.7417,3.9223,-0.8521,-3.8387,1949307084,Acceleration,0
146,1742439931658.0,12.8685,-10.7417,2.6441,-0.146,-2.4105,1949307084,Cornering,0
147,1742439992326.0,3.3669,-3.7786,1.2318,-0.5515,-2.1569,1949307084,Cornering,0
148,1742439997599.0,7.7642,-5.4713,2.5631,-0.2751,-2.4249,1949307084,Cornering,0
149,1742440012450.0,5.9015,-3.9794,2.8106,0.5609,-1.3196,1949307084,Cornering,0
150,1742440035138.0,6.4371,-5.7266,4.0375,-0.2327,-3.1369,1949307084,Cornering,0
151,1742440043854.0,13.1535,-9.4397,3.5305,0.4221,-3.071,1949307084,Cornering,0
152,1742440056896.0,6.6412,-6.3151,2.296,-1.6201,-3.63,1949307084,Cornering,0
153,1742440074201.0,5.8523,-5.6833,2.7958,-0.6981,-2.6863,1949307084,Cornering,0
154,1742440113545.0,4.5113,-5.2774,2.4501,0.0997,-2.2374,1949307084,Cornering,0
155,1742440133803.0,3.4741,-3.4739,1.9558,0.2791,-1.2961,1949307084,Cornering,0
156,1742440165185.0,3.0674,-6.3449,1.4716,-2.1802,-3.9307,1949307084,Cornering,0
157,1742440208074.0,3.4738,-3.2466,0.8282,-0.1115,-1.3439,1949307084,Cornering,0
158,1742440228135.0,8.4256,-3.8141,2.1964,-0.4715,-2.5358,1949307084,Acceleration,0
159,1742440244306.0,4.6501,-4.151,2.0825,-0.0933,-1.6073,1949307084,Braking,0
160,1742440245913.0,4.6501,-2.2207,1.2696,-0.0048,-1.2737,1949307084,Acceleration,0
161,1742440261437.0,-0.8908,-9.6861,-1.5807,-3.1415,-5.1189,1949307084,Braking,0
162,1742440260283.0,8.8302,-9.6861,0.6563,-2.3007,-4.4467,1949307084,Cornering,0
163,1742440282292.0,4.9966,-5.5006,3.636,0.7634,-3.2215,1949307084,Braking,0
164,1742440282132.0,4.9966,-6.8818,3.3691,0.9833,-2.9623,1949307084,Cornering,0
165,1742440287114.0,4.9966,-5.4553,2.5122,0.4226,-1.5514,1949307084,Acceleration,0
166,1742440301734.0,4.5438,-5.4553,1.5912,-0.183,-1.9009,1949307084,Braking,0
167,1742440317055.0,3.7212,-3.6505,1.3328,-0.258,-1.7711,1949307084,Acceleration,0
168,1742440308627.0,4.5438,-5.4553,1.6019,-0.3698,-1.9924,1949307084,Cornering,0
169,1742440322113.0,2.5268,-2.7215,1.3332,-0.079,-1.6657,1949307084,Braking,0
170,1742440328438.0,4.4246,-3.7632,2.3118,0.7216,-1.4248,1949307084,Cornering,0
171,1742440328619.0,4.3537,-3.7632,2.1485,0.7216,-1.4248,1949307084,Braking,0
172,1742440326705.0,4.4246,-4.8202,2.0864,0.2158,-1.9468,1949307084,Acceleration,0
173,1742440333767.0,2.5518,-4.8202,0.9208,-0.9388,-2.0295,1949307084,Braking,0
174,1742440344826.0,3.0776,-2.9124,1.2695,0.0109,-1.2705,1949307084,Acceleration,0
175,1742440367676.0,3.1145,-4.0705,1.4076,0.043,-1.1477,1949307084,Cornering,0
176,1742440379648.0,4.8213,-1.9101,1.489,-0.2027,-1.1441,1949307084,Acceleration,0
177,1742440384527.0,3.8898,-2.479,1.1785,-0.522,-1.1887,1949307084,Acceleration,0
178,1742440414103.0,4.8458,-4.5233,1.4526,-0.3148,-2.6077,1949307084,Braking,0
179,1742440413599.0,4.8458,-4.5233,1.309,-0.3004,-2.5475,1949307084,Acceleration,0
180,1742440442748.0,6.3892,-4.0949,1.7672,-0.269,-2.1279,1949307084,Acceleration,0
181,1742440444425.0,6.3892,-4.0949,1.2203,-0.2742,-1.9781,1949307084,Braking,0
182,1742440455131.0,4.1081,-2.6525,1.4712,0.1742,-1.2923,1949307084,Acceleration,0
183,1742440456108.0,4.1081,-2.601,1.2794,0.2122,-1.2521,1949307084,Braking,0
184,1742440464794.0,3.253,-3.4,1.4667,0.0256,-1.3279,1949307084,Acceleration,0
185,1742440476175.0,2.919,-2.7905,1.355,0.0582,-1.2292,1949307084,Acceleration,0
186,1742440487880.0,3.6316,-2.6544,1.1119,-0.019,-1.0794,1949307084,Acceleration,0
187,1742440506274.0,5.2086,-4.3,1.8496,-0.4553,-2.4554,1949307084,Acceleration,0
188,1742440505160.0,5.2086,-4.3,1.8181,-0.359,-2.0866,1949307084,Braking,0
189,1742440589397.0,-1.0603,-3.4069,-1.5036,-2.3979,-3.2401,1949307084,Cornering,0
190,1742440605250.0,1.9102,-1.9256,1.1519,-0.6454,-1.5069,1949307084,Acceleration,0
191,1742440648989.0,3.2661,-3.6263,1.6715,0.2033,-1.5029,1949307084,Acceleration,0
