id,heartbeat_json
106,"{""ChargeLevel"":90.0,""CreatedDate"":""2025-03-20T06:57:08+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":12,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""12""},{""Key"":""Last Known Latitude"",""Value"":""18.5845165""},{""Key"":""Last Known Longitude"",""Value"":""73.7554705""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
107,"{""ChargeLevel"":90.0,""CreatedDate"":""2025-03-20T07:27:08+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":12,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""12""},{""Key"":""Last Known Latitude"",""Value"":""18.5845165""},{""Key"":""Last Known Longitude"",""Value"":""73.7554705""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
108,"{""ChargeLevel"":89.0,""CreatedDate"":""2025-03-20T07:57:08+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":12,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""12""},{""Key"":""Last Known Latitude"",""Value"":""18.5845165""},{""Key"":""Last Known Longitude"",""Value"":""73.7554705""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
109,"{""ChargeLevel"":89.0,""CreatedDate"":""2025-03-20T08:27:09+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":12,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""12""},{""Key"":""Last Known Latitude"",""Value"":""18.5845165""},{""Key"":""Last Known Longitude"",""Value"":""73.7554705""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
110,"{""ChargeLevel"":89.0,""CreatedDate"":""2025-03-20T08:30:50+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":12,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""12""},{""Key"":""Last Known Latitude"",""Value"":""18.5877272""},{""Key"":""Last Known Longitude"",""Value"":""73.7511267""},{""Key"":""Reason"",""Value"":""Track start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
111,"{""ChargeLevel"":87.0,""CreatedDate"":""2025-03-20T08:55:15+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.5885769""},{""Key"":""Last Known Longitude"",""Value"":""73.7031791""},{""Key"":""Reason"",""Value"":""Track end""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
112,"{""ChargeLevel"":87.0,""CreatedDate"":""2025-03-20T09:24:28+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Charging""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.5885552""},{""Key"":""Last Known Longitude"",""Value"":""73.7031806""},{""Key"":""Reason"",""Value"":""Charging start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
113,"{""ChargeLevel"":96.0,""CreatedDate"":""2025-03-20T09:54:28+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Charging""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.588859""},{""Key"":""Last Known Longitude"",""Value"":""73.7030528""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
114,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-20T10:24:28+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.588859""},{""Key"":""Last Known Longitude"",""Value"":""73.7030528""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
115,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-20T10:27:25+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.588859""},{""Key"":""Last Known Longitude"",""Value"":""73.7030528""},{""Key"":""Reason"",""Value"":""Charging end""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
116,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-20T10:27:26+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":13,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Charging""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""13""},{""Key"":""Last Known Latitude"",""Value"":""18.588859""},{""Key"":""Last Known Longitude"",""Value"":""73.7030528""},{""Key"":""Reason"",""Value"":""Charging start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
